unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state,geocode_relevance1,geocode_relevance2,verified,address_final,Coords,coordinates_final,lat_final,lon_final,verified2,coordinates_final2
656,Nine Months,1995,"101 Henry Adams Place, 4th Floor",,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,33,4,9,37.768056,-122.403418,"101 Henry Adams Street, San Francisco, California 94103, United States",,,,101 Henry Adams Place,San Francisco,California,0.488889,,Y,,"37.76807982317371, -122.40345480325907","37.76807982317371, -122.40345480325907",37.76807982317371,-122.4034548,Y,
657,The Matrix Resurrections,2021,Pier 14 San Francisco,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,,,,37.793749,-122.391089,"Pier 14, The Embarcadero, San Francisco, California 94119, United States",37.742137,-122.37452,"14 Pier 96, San Francisco, California 94124, United States",Pier 14 San Francisco,San Francisco,California,1,1,Y,,,"37.793749, -122.391089",37.793749,-122.391089,Y,
658,Quitters,2015,4015 21st St,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,115,22,5,37.75583,-122.4361,"4015 21st Street, San Francisco, California 94114, United States",37.790777,-122.23358,"21st Avenue, Oakland, California 94606, United States",4015 21st St,San Francisco,California,1,0.675556,Y,,,"37.75583, -122.4361",37.75583,-122.4361,Y,
659,Milk,2008,424 Sansome Street,,Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,108,6,3,37.794061,-122.40135,"424 Sansome Street, San Francisco, California 94111, United States",37.790635,-122.400476,"Sansome St. and Bush St., Sansome St., San Francisco, California 94104, United States",424 Sansome Street,San Francisco,California,1,0.574074,Y,,,"37.794061, -122.40135",37.794061,-122.40135,Y,
660,Etruscan Smile,2017,"Mudpie, 2185 Fillmore Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,102,30,6,37.789585,-122.434263,"2185 Fillmore Street, San Francisco, California 94115, United States",37.781472,-122.43246,"Fillmore Street Cafe, 1301 Fillmore St, San Francisco, California 94115, United States",2185 Fillmore Street,San Francisco,California,1,0.574074,Y,,,"37.789585, -122.434263",37.789585,-122.434263,Y,
661,The Dead Pool,1988,Fremont Street Exit of Bay Bridge,,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,32,8,10,,,,,,,Fremont Street Exit of Bay Bridge,San Francisco,California,,,Y,,"39.20603712814112, -122.00365300319456","39.20603712814112, -122.00365300319456",39.20603712814112,-122.003653,N,"37.78851319314347, -122.39427302940753"
662,Vertigo,1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)","Built in 1924, the Legion of Honor is a 3/4 replica of the Parisian Palais de la Legion d'Honneur.",Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,8,29,4,37.78423,-122.50089,"Legion of Honor, 100 34th Ave, San Francisco, California 94121, United States",37.932854,-122.33254,"Park Plaza, Richmond, California, United States","California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)",San Francisco,California,0.525111,0.434444,Y,,,"37.78423, -122.50089",37.78423,-122.50089,Y,
663,Time After Time,1979,United Nations Plaza (Civic Center),United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,21,36,10,37.786434,-122.40806,"Downtown, San Francisco, California, United States",37.266914,-122.01327,"Civic Center, Saratoga, California, United States",Civic Center,San Francisco,California,1,1,Y,,,"37.786434, -122.40806",37.786434,-122.40806,Y,
664,"Murder in the First, Season 2",2015,Pier 50,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,34,4,10,37.773796,-122.384248,"Pier 50, San Francisco, California 94158, United States",37.742137,-122.37452,"50 Pier 96, San Francisco, California 94124, United States",Pier 50,San Francisco,California,1,0.99,Y,,,"37.773796, -122.384248",37.773796,-122.384248,Y,
665,Shang-Chi and the Legend of the Ten Rings,2021,Clement between 7th and 9th Avenue,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,5,11,4,37.775674,-122.410203,"Seventh Son Tattoo, 765 Clementina St, San Francisco, California 94103, United States",37.763503,-122.46413,"Seventh Avenue Presbyterian Church, 1329 7th Ave, San Francisco, California 94122, United States",Clement and 7th,San Francisco,California,0.425926,0.425926,Y,,"37.78284993672379, -122.46568656463508","37.78284993672379, -122.46568656463508",37.78284993672379,-122.4656866,Y,
666,Shit and Champagne,2020,1814 32nd Ave,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,39,35,7,37.75329,-122.490134,"1814 32nd Avenue, San Francisco, California 94122, United States",37.779479,-122.492232,"32nd Avenue, San Francisco, California 94121, United States",1814 32nd Ave,San Francisco,California,1,0.574074,Y,,,"37.75329, -122.490134",37.75329,-122.490134,Y,
667,Terminator - Genisys,2015,Van Ness between Fell and Lombard,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,107,32,6,37.781975,-122.42055,"Van Ness, San Francisco, California, United States",37.761749,-122.421736,"Fellow Barber, 696 Valencia St, San Francisco, California 94110, United States",Van Ness and Fell,San Francisco,California,0.5,0.49,Y,,"37.776387571984955, -122.4193914688655","37.776387571984955, -122.4193914688655",37.776387571984955,-122.4193915,Y,
668,The Game,1997,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,104,8,3,,,,,,,"Stockton Tunnel Southern Approach Overhang (Bush street & Stockton street, Chinatown)",San Francisco,California,,,Y,,"37.7915289601702, -122.40758968516863","37.7915289601702, -122.40758968516863",37.79152896,-122.4075897,Y,
669,Venom,2018,Potrero Hill: Rhode Island btwn 15th and 16th,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,,,,,,,,,,Potrero Hill: Rhode Island and 15th,San Francisco,California,,,Y,,"37.76735395644033, -122.40265640978991","37.76735395644033, -122.40265640978991",37.76735395644033,-122.4026564,Y,
670,"Murder in the First, Season 3",2016,Hall of Justice (850 Bryant Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,32,34,10,37.775373,-122.404047,"850 Bryant Street, San Francisco, California 94103, United States",37.442962,-122.156945,"850 Bryant Street, Palo Alto, California 94301, United States",850 Bryant Street,San Francisco,California,1,1,Y,,,"37.775373, -122.404047",37.775373,-122.404047,Y,
671,Ant-Man and the Wasp: Quantumania,2023,Geary Street between Market and Leavenworth,,Pym Particles Production III LLC,Walt Disney Studios Motion Pictures,Peyton Reed,Jeff Loveness,Paul Rudd,Evangeline Lilly,Jonathan Majors,50,36,3,37.788015,-122.403113,"Geary Street and Market Street, San Francisco, California 94114, United States",,,,Geary Street and Market,San Francisco,California,1,,Y,,,"37.788015, -122.403113",37.788015,-122.403113,Y,
672,The Phone/Jexi,2019,Broadway at Taylor,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,107,21,3,37.531533,-122.02586,"Broadway Avenue, Newark, California 94560, United States",37.641404,-122.05787,"Broadway Street, Hayward, California 94544, United States",Broadway at Taylor,San Francisco,California,0.54798,0.54798,Y,,"37.796989949700006, -122.41359961860194","37.796989949700006, -122.41359961860194",37.796989949700006,-122.4135996,Y,
673,Beautiful Boy,2018,"Olympic Flame Café, 555 Geary St",,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,20,36,10,37.786666,-122.412442,"555 Geary Street, San Francisco, California 94102, United States",37.428478,-122.127831,"555 Gary Court, Palo Alto, California 94306, United States",555 Geary St,San Francisco,California,1,0.842634,Y,,,"37.786666, -122.412442",37.786666,-122.412442,Y,
674,Junior,1994,"Fairmont Hotel (950 Mason Street, Nob Hill)",,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,16,21,3,37.792361,-122.410234,"950 Mason Street, San Francisco, California 94108, United States",37.795429,-122.411638,"Mason Street Cable Car, Powell & Market to Mason & Bay, San Francisco, California 94133, United States",950 Mason Street,San Francisco,California,1,0.574074,Y,,,"37.792361, -122.410234",37.792361,-122.410234,Y,
675,Fearless,1993,5th and Beale Streets,,Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,108,8,10,37.79264,-122.47891,"Beale Street, San Francisco, California 94129, United States",37.83967,-122.108505,"St. Mary's College of California, Moraga, California, United States",5th and Beale Streets,San Francisco,California,0.480769,0.361111,Y,,"37.77996031663425, -122.40277348881058","37.77996031663425, -122.40277348881058",37.77996031663425,-122.4027735,Y,
676,Twisted,2004,Veterans' War Memorial Building (401 Van Ness Avenue),,Paramount Pictures,Paramount Pictures,Philip Kaufman,Sarah Thorp,Ashley Judd,Samuel L. Jackson,,21,9,11,37.77958,-122.420935,"401 Van Ness Avenue, San Francisco, California 94102, United States",37.616626,-122.384129,"401 Arrivals, San Bruno, California 94128, United States",401 Van Ness Avenue,San Francisco,California,1,1,Y,,,"37.77958, -122.420935",37.77958,-122.420935,Y,
677,The Master,2012,Pier 7/ Embarcadero,,H.H. Project,Weinstein Company,Paul Thomas Anderson,Paul Thomas Anderson,Philip Seymour Hoffman,Joaquin Phoenix,,108,8,3,37.802468,-122.399587,"Pier, San Francisco, California 94111, United States",37.800062,-122.394428,"Pier 7, 520 The Embarcadero, San Francisco, California 94161, United States",Pier 7/ Embarcadero,San Francisco,California,0.775613,0.574074,Y,,"37.799794301580334, -122.3947946252097","37.799794301580334, -122.3947946252097",37.799794301580334,-122.3947946,Y,
678,Looking Season 2 ep 210,2015,8 Octavia Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,26,9,11,37.772508,-122.423364,"8 Octavia Street, San Francisco, California 94102, United States",37.966981,-122.529619,"8 Octavia Street, San Rafael, California 94901, United States",8 Octavia Street,San Francisco,California,1,1,Y,,,"37.772508, -122.423364",37.772508,-122.423364,Y,
679,The Presidio,1988,700 Block of Jackson Street (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,104,6,3,37.795326,-122.40497,"Chinatown, San Francisco, California, United States",37.790687,-122.40563,"Chinatown Gate, 500 Bush St, San Francisco, California 94108, United States",Chinatown,San Francisco,California,1,1,Y,,,"37.795326, -122.40497",37.795326,-122.40497,Y,
680,DEVS,2020,20th at Noe St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,52,5,5,37.744241,-122.426945,"St. Paul's Catholic Church, 221 Valley St, San Francisco, California 94131, United States",37.769876,-122.466225,"Steinhart Aquarium, 55 Music Concourse Dr, San Francisco, California 94118, United States",20th & Noe St,San Francisco,California,0.656667,0.333333,Y,,"37.75717676477188, -122.43251571534421","37.75717676477188, -122.43251571534421",37.75717676477188,-122.4325157,Y,
681,The Last Black Man in San Francisco,2019,Castro and Market,,"LBMISF, LLC",A47,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,38,5,5,37.760739,-122.436514,"Mollie Stone's Markets, 4201 18th St, San Francisco, California 94114, United States",37.769075,-122.428299,"Safeway, 2020 Market St, San Francisco, California 94114, United States",Castro and Market,San Francisco,California,0.656667,0.49,Y,,"37.76256851811897, -122.43505399955463","37.76256851811897, -122.43505399955463",37.76256851811897,-122.435054,Y,
682,Basic Instinct,1992,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,104,6,3,37.795326,-122.40497,"Chinatown, San Francisco, California, United States",37.790687,-122.40563,"Chinatown Gate, 500 Bush St, San Francisco, California 94108, United States",Chinatown,San Francisco,California,1,1,Y,,,"37.795326, -122.40497",37.795326,-122.40497,Y,
683,San Andreas,2015,Battery Spencer,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,,,,37.827983,-122.482176,"Battery Spencer, Conzelman Rd, Sausalito, California 94965, United States",37.797858,-122.401103,"The Battery, 717 Battery St, San Francisco, California 94111, United States",Battery Spencer,San Francisco,California,1,0.5,Y,,,"37.827983, -122.482176",37.827983,-122.482176,Y,
684,Bitter Melon,2018,600 Niagara Ave,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,81,24,1,37.720364,-122.449309,"600 Niagara Avenue, San Francisco, California 94112, United States",37.532754,-122.518279,"Niagara Avenue, Moss Beach, California 94038, United States",600 Niagara Ave,San Francisco,California,1,0.574074,Y,,,"37.720364, -122.449309",37.720364,-122.449309,Y,
685,Ant-Man,2015,Columbus between Bay and Washington,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,108,6,3,37.908413,-122.35081,"Barbara And Jay Vincent Park, Peninsula Dr., Richmond, California 94804, United States",37.789993,-122.407208,"Shoe And Bag Repair, 441 Stockton St, San Francisco, California 94108, United States",Columbus and Bay,San Francisco,California,0.426455,0.426455,Y,,"37.80513205717373, -122.41719096092946","37.80513205717373, -122.41719096092946",37.80513205717373,-122.417191,Y,
686,"Murder in the First, Season 1",2014,Waverly Alley between Grant and Sacramento Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,104,6,3,37.81423,-122.26492,"Waverly, Oakland, California, United States",,,,Waverly Alley and Grant,San Francisco,California,0.388889,,Y,,"37.79424999116733, -122.40636674244169","37.79424999116733, -122.40636674244169",37.79424999116733,-122.4063667,Y,
687,By Hook or By Crook,2001,"Department of Public Health (101 Grove Street at Polk, Civic Center)",,Steakhaus Productions,Artistic License,Harriet Dodge & Silas Howard,Harriet Dodge & Silas Howard,Silas Howard,,,21,36,10,37.93283,-122.34355,"101 Grove Street, Richmond, California 94804, United States",37.778163,-122.418592,"101 Grove Street, San Francisco, California 94102, United States",101 Grove Street,San Francisco,California,1,1,Y,,,"37.93283, -122.34355",37.93283,-122.34355,N,"37.778212972605296, -122.41846730332458"
688,Doctor Dolittle,1998,Larkin & Hyde Streets,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,21,36,10,37.794763,-122.412623,"Hyde Street Cable Car, Powell & Market to, San Francisco, California 94108, United States",37.809001,-122.4212,"Hyde Street Pier, 2995 Hyde St, San Francisco, California, United States",Larkin street & Hyde street,San Francisco,California,0.5,0.5,Y,,"37.804166576487546, -122.42007514232792","37.804166576487546, -122.42007514232792",37.804166576487546,-122.4200751,Y,
689,Quitters,2015,Geary from 22nd Ave to Arguello,,"Frederick & Ashbury, LLC.",,Noah Pritzker,Noah Pritzker,Kara Hayward,Mira Sorvino,Saffron Burrows,39,35,7,,,,,,,Geary from 22nd Ave to Arguello,San Francisco,California,,,Y,,"37.78023113941095, -122.4813813674892","37.78023113941095, -122.4813813674892",37.78023113941095,-122.4813814,Y,
690,Chance- Season 1 ep107,2016,60 Potomac,,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,28,3,5,37.770158,-122.43233,"60 Potomac Street, San Francisco, California 94117, United States",,,,60 Potomac,San Francisco,California,1,,Y,,,"37.770158, -122.43233",37.770158,-122.43233,Y,
691,So I Married an Axe Murderer,1993,Edinburgh Castle (950 Geary Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,50,36,10,37.786268,-122.418974,"950 Geary Street, San Francisco, California 94109, United States",37.781314,-122.463695,"Geary St. Pizza, 4124 Geary Blvd, San Francisco, California 94118, United States",950 Geary Street,San Francisco,California,1,0.574074,Y,,,"37.786268, -122.418974",37.786268,-122.418974,Y,
692,Looking Season 2 ep 204,2015,"Bi-Rite Creamery, 3692 18th Stret",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37,20,5,37.761585,-122.425719,"3692 18th Street, San Francisco, California 94110, United States",37.75139,-122.47522,"18th Avenue, San Francisco, California 94122, United States",3692 18th St,San Francisco,California,1,0.692593,Y,,,"37.761585, -122.425719",37.761585,-122.425719,Y,
693,Summertime,2015,Fisherman's Wharf pier near Chapel (Port Walk #19),,"Creative Monster Productions, Inc.",01 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,,,,37.537266,-122.251958,"Port Walk Place, Redwood City, California 94065, United States",37.808342,-122.41547,"Fisherman's Wharf, 2801 Leavenworth St, San Francisco, California 94133, United States",Port Walk #19,San Francisco,California,1,0.425926,Y,,,"37.537266, -122.251958",37.537266,-122.251958,N,"37.803464563870946, -122.39797405459541"
694,Ant-Man and the Wasp,2018,Jones St btwn Sacramento and Pine,Stunt scene involving car flip,"PYM Particles Productions II, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Chris McKenna,Paul Rudd,Evangeline Lilly,Michael Douglas,50,21,3,37.792348,-122.414309,"Jones Street and Sacramento Alley, San Francisco, California 94118, United States",37.80439,-122.270889,"Jones St, Oakland, California 94608, United States",Jones St and Sacramento,San Francisco,California,1,0.555556,Y,,,"37.792348, -122.414309",37.792348,-122.414309,Y,
695,Chance- Season 1 ep104,2016,Miraloma Mall at Portola Frontage Road,,TVM Productions,HULU,Carl Franklin,Peter Elkoff,Hugh Laurie,Gretchen Mol,Ethan Suplee,117,41,8,37.6366,-122.10104,"Frontage Rd, Hayward, California 94545, United States",37.79266,-122.180359,"Mountain Boulevard, Oakland, California 94619, United States",Miraloma Mall & Portola Frontage Road,San Francisco,California,0.544444,0.544444,Y,,"37.74382687746563, -122.4538834048038","37.74382687746563, -122.4538834048038",37.74382687746563,-122.4538834,Y,
696,Summertime,2015,Montgomery between California and Pine,,"Creative Monster Productions, Inc.",11 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,,,,37.995005,-122.025846,"Montgomery Avenue, Concord, California 94519, United States",37.382771,-122.075549,"Montgomery Street, Mountain View, California 94041, United States",Montgomery and California,San Francisco,California,0.6,0.6,Y,,"37.792810302387046, -122.40255896886482","37.792810302387046, -122.40255896886482",37.792810302387046,-122.402559,Y,
697,The Bachelor,1999,Merchant Exchange (465 California Street at Leidesdorff),,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,108,8,3,37.792699,-122.402169,"465 California Street, San Francisco, California 94104, United States",37.390102,-122.077461,"465 California Street, Mountain View, California 94041, United States",465 California Street,San Francisco,California,1,1,Y,,,"37.792699, -122.402169",37.792699,-122.402169,Y,
698,The Presidio,1988,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,108,8,3,37.795408,-122.393404,"Ferry Building, 1 Ferry Building, San Francisco, California 94111, United States",37.808511,-122.412737,"Ferry Building, San Francisco, California 94111, United States",Ferry Building,San Francisco,California,1,1,Y,,,"37.795408, -122.393404",37.795408,-122.393404,Y,
699,Always Be My Maybe,2019,19th Ave Home,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,42,41,8,37.553642,-122.304591,"Ross Dress for Less, 640 Concar Dr, San Mateo, California 94402, United States",37.552095,-122.303332,"19th Avenue, San Mateo, California 94403, United States",19th Ave Home,San Francisco,California,0.875185,0.787037,Y,,,"37.553642, -122.304591",37.553642,-122.304591,N,"37.754366856984284, -122.47663213861568"
700,Alive,2020,Pennsylvania at 23rd St,,CBS Corporation - CBS Studios Inc./CBS Television Studios,CBS,Uta Briesewitz,Jason Tracey,Ryan Phillippe,Mageina Tovah,Katrina Law,54,26,9,37.753372,-122.42642,"23rd Street Studio, 3734 23rd Street, San Francisco, California 94114, United States",37.2974,-122.013946,"Sturgeon Way, San Jose, California 95129, United States",Pennsylvania & 23rd St,San Francisco,California,0.574074,0.574074,Y,,"37.754932337328206, -122.3929260609317","37.754932337328206, -122.3929260609317",37.754932337328206,-122.3929261,Y,
702,Time After Time,1979,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,David Warner,9,12,4,37.766058,-122.477414,"Golden Gate Park, San Francisco, California, United States",37.768479,-122.473374,"Golden Gate Park Chinese Pavilion, Golden Gate Park, San Francisco, California 94122, United States",Golden Gate Park,San Francisco,California,1,1,Y,,,"37.766058, -122.477414",37.766058,-122.477414,Y,
703,Etruscan Smile,2017,"St Regis Hotel, 125 3rd Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,32,8,10,37.93296,-122.36684,"125 3rd Street, Richmond, California 94801, United States",37.78618,-122.401434,"125 3rd Street, San Francisco, California 94103, United States",125 3rd Street,San Francisco,California,1,1,Y,,,"37.93296, -122.36684",37.93296,-122.36684,N,"37.786126192952565, -122.40150830332439"
704,Looking,2014,Golden Gate Bridge,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,,,,37.818109,-122.480934,"Golden Gate Bridge, Golden Gate Brg S, Sausalito, California, United States",37.8078,-122.474653,"Golden Gate Bridge Welcome Center, Merchant Rd, San Francisco, California 94129, United States",Golden Gate Bridge,San Francisco,California,1,1,Y,,,"37.818109, -122.480934",37.818109,-122.480934,Y,
705,Looking,2014,Punjab,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,21,36,10,37.78441,-122.409384,"Punjab Kabab House, 101 Eddy St, San Francisco, California 94102, United States",37.752876,-122.408977,"Punjab Restaurant, 2838 24th St, San Francisco, California 94110, United States",Punjab,San Francisco,California,1,1,Y,,,"37.78441, -122.409384",37.78441,-122.409384,Y,
706,Foul Play,1978,Flood Building (870 Market Street),,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,19,8,3,37.785089,-122.407312,"870 Market Street, San Francisco, California 94102, United States",37.830534,-122.273976,"870 Market Street, Oakland, California 94608, United States",870 Market Street,San Francisco,California,1,1,Y,,,"37.785089, -122.407312",37.785089,-122.407312,Y,
707,Freebie and the Bean,1974,Hyatt Regency Hotel (5 Embarcadero Center),,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,108,8,3,37.794399,-122.395739,"5 Embarcadero Center, San Francisco, California 94111, United States",37.795024,-122.395608,"Embarcadero Center Walkway, Commercial Street, San Francisco, California 94111, United States",5 Embarcadero Center,San Francisco,California,1,0.574074,Y,,,"37.794399, -122.395739",37.794399,-122.395739,Y,
708,Looking Season 2 ep 202,2015,Church @ Duboce Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,28,9,5,37.785172,-122.411166,"Glide Memorial Church, 333 Taylor St, San Francisco, California 94102, United States",37.784461,-122.425193,"Cathedral of Saint Mary of the Assumption, 1111 Gough St, San Francisco, California 94109, United States",Church & Duboce Street,San Francisco,California,0.333333,0.333333,Y,,"37.767542385001455, -122.42884995722649","37.767542385001455, -122.42884995722649",37.767542385001455,-122.42885,Y,
709,Chance- Season 1 ep106,2016,Montgomery between Pacific and Broadway,,TVM Productions,HULU,Sara Gran,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,106,23,3,37.797622,-122.403756,"Montgomery Street, San Francisco, California 94133, United States",37.800712,-122.458654,"Montgomery Street, San Francisco, California 94129, United States",Montgomery and Pacific,San Francisco,California,0.433333,0.433333,Y,,"37.797335205231846, -122.4038712646345","37.797335205231846, -122.4038712646345",37.797335205231846,-122.4038713,Y,
710,Chance - Season 1 Pilot,2016,Ellis and Jones St.,,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,20,36,10,37.65518,-122.410126,"South San Francisco, California, United States",37.424667,-122.17027,"Stanford, California, United States",Ellis and Jones St.,San Francisco,California,0.388889,0.388889,Y,,"37.784855434443465, -122.41299595788914","37.784855434443465, -122.41299595788914",37.784855434443465,-122.412996,Y,
711,Chance - Season 1 Pilot,2016,"Harvey Milk Rec Center, 50 Scott St.",,TVM Productions,HULU,Lenny Abrahamson,Alexandra Cunningham and Kem Nunn,Hugh Laurie,Gretchen Mol,Ethan Suplee,28,3,5,37.769556,-122.434626,"50 Scott Street, San Francisco, California 94117, United States",37.637047,-122.414165,"50 Scott Street, San Bruno, California 94066, United States",50 Scott St,San Francisco,California,1,1,Y,,,"37.769556, -122.434626",37.769556,-122.434626,Y,
712,Goliath- Season 4,2021,Union at Jasper Place,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,106,23,3,37.320986,-122.013589,"Rosemarie Place, Cupertino, California 95014, United States",37.294464,-122.041224,"Placer Spring Court, Cupertino, California 95014, United States",Union & Jasper Place,San Francisco,California,0.574074,0.574074,Y,,"37.800547833288825, -122.40830773698731","37.800547833288825, -122.40830773698731",37.800547833288825,-122.4083077,Y,
